id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4672776725858585,KuxfOoA5j,3123183641,远哥顺逛app推荐人13984933958,罗明远@家电小店主营:海尔电器，格力空调，TCL电视！非常感谢各位关注与支持[抱拳][抱拳][抱拳],,遵义,家电小店,,0,0,0,2021-08-21 23:37,HUAWEI nova 3,"['http://ww2.sinaimg.cn/large/003pmyJHgy1gtou3sugx3j60u01uogqg02.jpg', 'http://ww4.sinaimg.cn/large/003pmyJHgy1gtou3thtebj60u018sq5i02.jpg']",,
4672627316101448,KutmPpBgs,7593231163,qwas789456,发布了头条文章：《洛阳TCL电视售后报修电话(全国网点)统一400服务热线》O洛阳TCL电视售后报修电话(全国网点)统一400服务热线,http://t.cn/A6Ip2Lh3,,,,0,0,0,2021-08-21 13:43,微博 weibo.com,,,
4672626268571397,Kutl8zXOl,7651013330,用户7651013330,发布了头条文章：《南京TCL电视售后报修电话(全国网点)统一400服务热线》O南京TCL电视售后报修电话(全国网点)统一400服务热线,http://t.cn/A6IpAeGN,,,,0,0,0,2021-08-21 13:39,微博 weibo.com,,,
4672607427235190,KusQKumcC,6575114387,用户6575114387,京东自营店买的TCL电视，刚买一个月时间我儿子刚好一岁的小朋友，用手拍了下电视直接坏掉了，京东排师傅上门检测，检测单也么有写人为，京东客服打电话过来说协商陪标二百块钱，我们么有同意现在一直拖着不给解决！希望京东可以重视你们的售后问题@京东今年买的第二个TCL电视，第一个是用拖地的时候拖把撞了下坏了售后说是折旧一百五回收走了，TCL质量真的不咋的希望你们拍专业人士来鉴定下你们的产品质量@TCL家电@TCL通讯中国,,,"京东,TCL家电,TCL通讯中国",,0,3,0,2021-08-21 12:24,iPhone客户端,,,
4672562561288469,KurGo5pbL,7672912141,宁艺卓198006,我发表了头条文章:《TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-21 09:26,iPhone客户端,,,
4672399675496079,KunrFn3Mr,5681929927,服务生活01,发布了头条文章：《哈尔滨TCL电视售后维修电话丨哈尔滨TCL电视没声音丨全国统一官方网站》O哈尔滨TCL电视售后维修电话丨哈尔滨TCL电视没声音丨全国统一官方网站,http://t.cn/A6I93xFc,,,,0,0,0,2021-08-20 22:39,微博 weibo.com,,,
4672392335196231,KunfPlNMb,7672476643,用户9000962515,发布了头条文章：《漳州TCL电视售后维修电话丨漳州TCL电视不通电丨全国统一官方网站》O漳州TCL电视售后维修电话丨漳州TCL电视不通电丨全国统一官方网站,http://t.cn/A6I9Rot8,,,,0,0,0,2021-08-20 22:10,微博 weibo.com,,,
4672382663663120,Kun0efmWA,7583029359,用户7583029359,我发表了头条文章:《南阳TCL电视售后电话-(tcl)全国统一官方网站400电话服务中心》O南阳TCL电视售后电话-(tcl)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-20 21:31,HUAWEI P40 Pro 5G,,,
4672335481932984,KulM886Ra,2426975621,蜡笔小昕阳,#TCL电视#太差了，买了一年多，也就按了个遥控突然短路。报修说如果师傅上门你又不修就得50上门费，如果修那就只有一年整机保修和重要零部件（不容易坏的）三年保修，果然我们就属于不在一年保修的。TCL@TCL家电再见，之前@SHARP夏普的用了十年啥事没有，真的不是捧一踩一,,,"TCL家电,SHARP夏普",TCL电视,0,1,0,2021-08-20 18:24,iPhone客户端,,,
4672307454544875,Kul2Vj4kr,2395513503,AQiao哥,TCL电视，刚买回来时没有开机广告，现在莫名的就有了开机广告，跟客服反应报了设备码客服说给取消了，让断电10分钟再开机就好了，现在都重复断电几次了依然有开机广告。别的品牌现在都把没有开机广告当卖点促销，tcl还偷偷给消费者推送开机广告@TCL智享生活@TCL家电@TCL客服微博LAQiao哥的微博视频,,驻马店·泌阳县,"TCL智享生活,TCL家电,TCL客服微博",,0,15,1,2021-08-20 16:32,Android,,"http://f.video.weibocdn.com/bXIuBJlJlx07PaRTeJfO010412003HIT0E010.mp4?label=mp4_ld&template=360x640.24.0&trans_finger=ab2d83f4540a7f70cfc80a3bb2453a12&ori=0&ps=1BVp4ysnknHVZu&Expires=1629791846&ssig=d8OkyGXOmD&KID=unistore,video",
4672288244894625,KukxWkxjz,7634921377,用户7634921377,发布了头条文章：《广州tcl电视售后维修电话丨tcl电器丨全国统一官方网站服务中心》O广州tcl电视售后维修电话丨tcl电器丨全国统一官方网站服务中心,http://t.cn/A6I9h4hN,,,,0,0,0,2021-08-20 15:16,微博 weibo.com,,,
4672282184648473,Kukoajvhn,7634921377,用户7634921377,发布了头条文章：《广州TCL电视售后维修电话丨TCL电器丨全国统一官方网站服务中心》O广州TCL电视售后维修电话丨TCL电器丨全国统一官方网站服务中心,http://t.cn/A6I9vgXg,,,,0,0,0,2021-08-20 14:52,微博 weibo.com,,,
4672280884416135,Kukm4iwPZ,3957574080,石家庄房产榜,╭七夕心动季京东好房节╮🏡京东房产携手大红买房🏡👉直播送惊喜好礼约惠好房TCL电视、电烤盘等好礼来袭精彩直播15:00🎬准时开启#房地产##石家庄##买房#详询66683337,,,,"房地产,石家庄,买房",0,0,0,2021-08-20 14:47,HUAWEI P40 Pro 5G,['http://ww3.sinaimg.cn/large/ebe3c9c0ly1gtn95is95gj210u283atx.jpg'],,
4672222113563492,KuiPheX1G,5190842615,回忆倾城Y,我发表了头条文章:《TCL电视售后维修电话-全国统一官方网站400电话服务中心》OTCL电视售后维修电话-全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-20 10:53,iPhone客户端,,,
4672199540084195,KuieS0lTZ,7524952813,用户7524952813,我发表了头条文章:《TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,合肥·城市风景,,,0,0,0,2021-08-20 09:23,iPhone客户端,,,
4672188249279306,KuhWECVYe,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-20 08:39,iPhone客户端,,,
4672047952695056,Kueinbj6E,7670000420,创造美好生活02,发布了头条文章：《无锡TCL电视机售后维修电话丨无锡TCL电视没声音丨全国统一官方网站服》O无锡TCL电视机售后维修电话丨无锡TCL电视没声音丨全国统一官方网站服,http://t.cn/A6IKtxeh,,,,0,0,0,2021-08-19 23:21,微博 weibo.com,,,
4672042701430586,Kue9U609Y,7672476643,用户9000962515,发布了头条文章：《银川TCL电视机售后维修电话丨银川TCL电视没声音丨全国统一官方网站服》O银川TCL电视机售后维修电话丨银川TCL电视没声音丨全国统一官方网站服,http://t.cn/A6IK5qlz,,,,0,0,0,2021-08-19 23:00,微博 weibo.com,,,
4672020257965965,KudzHxqjj,7672912769,KF苏小汐,发布了头条文章：《珠海TCL电视售后服务热线-(24小时网点)售后服务400热线中心》O珠海TCL电视售后服务热线-(24小时网点)售后服务400热线中心,http://t.cn/A6IKyscb,,,,0,0,0,2021-08-19 21:31,微博 weibo.com,,,
4672018815910146,KudxnoNuW,7624793533,用户7624793533,我发表了头条文章:《荆州TCL电视售后电话-(tcl)全国统一官方网站400电话服务中心》O荆州TCL电视售后电话-(tcl)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-19 21:25,HUAWEI P40 Pro 5G,,,
4671840209342291,Ku8TiDcm7,7621695523,028-83418898-1,发布了头条文章：《成都市TCL电视售后维修电话—全国统一热线400客服受理中心》O成都市TCL电视售后维修电话—全国统一热线400客服受理中心,http://t.cn/A6Io9cpu,,,,0,0,0,2021-08-19 09:36,微博 weibo.com,,,
4671676590328660,Ku4Dp1nuY,3312869492,个爱我的你0002,我发表了头条文章:《TCL电视全国官方售后服务热线电话【全国各区24小时网点】》OTCL电视全国官方售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-18 22:45,iPhone客户端,,,
4671554472642292,Ku1srb5nC,5872508508,用户5872508508,我发表了头条文章:《TCL电视全国售后服务热线电话【全国各区24小时网点】》OTCL电视全国售后服务热线电话【全国各区24小时网点】,,合肥·城市风景,,,0,0,0,2021-08-18 14:40,iPhone客户端,,,
4671551629429826,Ku1nQDz7Y,7494289092,gfdsrhbgedrtg,我发表了头条文章:《TCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方》OTCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方,,,,,0,0,0,2021-08-18 14:29,iPhone客户端,,,
4671499035740583,Ku011o5o3,6716852871,右右右右you,发布了头条文章：《广州TCL电视售后服务热线-(24小时网点)售后服务400热线中心》O广州TCL电视售后服务热线-(24小时网点)售后服务400热线中心,http://t.cn/A6ISxCTS,,,,0,0,0,2021-08-18 11:00,微博 weibo.com,,,
4671463708427025,KtZ62zmfL,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-18 08:40,iPhone客户端,,,
4671441600251133,KtYwo13kx,7480456899,毛绒娃娃小布丁,TCL售后猫腻多，两百元维修费售后要价一千多！！！一台TCL43寸电视机不到八个月出现质量问题售后动手脚套路收费居然说是外力人为造成屏坏，不懂得他们说的啥叫外力，电视一直挂在墙上屏也不烂换售后屏要一千多块钱，怎么也想不通觉得不合理打400投诉数次也不个说法，河南省TCL电视售后经理王新宇一个大品牌售后经理说话态度蛮横不讲道理，说烦了直接给拒修了爱怎么就怎么着吧。有这样的领导才会有下属胆大妄为的售后，为了利益一台要要价一千多元维修费（在其他维修站才花两百元）象这样的品牌，坑爹的服务谁还敢买？你们这样的售后谁还相信？我想问一下TCL你们的三包服务去哪了？难道不觉得可笑，不觉得脸红吗？,,,,,0,1,0,2021-08-18 07:12,HUAWEI P40 5G,"['http://ww4.sinaimg.cn/large/008afeyDly1gtkkr17s29j30md0u0gq2.jpg', 'http://ww4.sinaimg.cn/large/008afeyDly1gtkkr1fmftj30u00j5gsl.jpg']",,
4671360276890310,KtWpdsUu2,7616092202,用户2201609691,发布了头条文章：《中山TCL电视售后服务热线-(24小时网点)售后服务400热线中心》O中山TCL电视售后服务热线-(24小时网点)售后服务400热线中心,http://t.cn/A6Ias9r8,,,,0,0,0,2021-08-18 01:49,微博 weibo.com,,,
4671323181423552,KtVro5Ykw,3312869492,个爱我的你0002,我发表了头条文章:《TCL电视全国官方售后服务热线电话【全国各区24小时网点】》OTCL电视全国官方售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-17 23:21,iPhone客户端,,,
4671303237243695,KtUVduopN,5681929927,服务生活01,发布了头条文章：《湖州TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心》O湖州TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心,http://t.cn/A6Ianqfq,,,,0,0,0,2021-08-17 22:02,微博 weibo.com,,,
4671291549025966,KtUCmBS46,7669302396,用户8841723861,发布了头条文章：《西宁TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心》O西宁TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心,http://t.cn/A6Ia8tXz,,,,0,0,0,2021-08-17 21:15,微博 weibo.com,,,
4671265027918592,KtTVAxdZe,7672909829,用户7672909829,我发表了头条文章:《TCL电视全国售后维修热线电话【全国各区24小时网点】》OTCL电视全国售后维修热线电话【全国各区24小时网点】,,合肥·城市风景,,,0,0,0,2021-08-17 19:30,iPhone客户端,,,
4671263337876775,KtTSRx36L,7672057394,用户7672057394,我发表了头条文章:《TCL电视全国售后维修热线电话【全国各区24小时网点】》OTCL电视全国售后维修热线电话【全国各区24小时网点】,,巢湖市,,,0,0,0,2021-08-17 19:23,iPhone客户端,,,
4671185821898806,KtRRQ7XXU,3607987560,U我甚么都没有0004,我发表了头条文章:《TCL电视全国官方售后服务热线电话【全国各区24小时网点】》OTCL电视全国官方售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-17 14:15,iPhone客户端,,,
4671142965020677,KtQKIl46F,7672476643,用户9000962515,发布了头条文章：《漳州TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心》O漳州TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心,http://t.cn/A6Ia4KAG,,,,0,0,0,2021-08-17 11:25,微博 weibo.com,,,
4671101890464722,KtPGt1WTw,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-17 08:42,iPhone客户端,,,
4670956620483184,KtLUa21Hi,5581129790,维修服务150,发布了头条文章：《广州TCL电视售后维修热线电话丨TCL丨全国统一官方网站服务中心》O广州TCL电视售后维修热线电话丨TCL丨全国统一官方网站服务中心,http://t.cn/A6IXYwI0,,,,0,0,0,2021-08-16 23:05,微博 weibo.com,,,
4670950577275965,KtLKpuwOh,6005977054,小楚天君,《TCL半年营收超290亿元，电视全球销量高达1127万台》TCL智屏电视全球销量1127万台，同比增长11.8%，海外市场销量也同比增长22.2%。同时，TCL电视全球销量也来到全球第三，仅次于LG和三星。O网页链接,,,,,0,0,0,2021-08-16 22:41,百度App,['http://ww1.sinaimg.cn/large/006yssZEgy1gtj0diup7sj308o05smx7.jpg'],,
4670917097297068,KtKSpuCiE,5681929927,服务生活01,发布了头条文章：《哈尔滨TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心》O哈尔滨TCL电视机售后维修电话丨TCL电视丨全国统一官方网站服务中心,http://t.cn/A6IXKoPk,,,,0,0,0,2021-08-16 20:28,微博 weibo.com,,,
4670778249581319,KtHgsEcxp,6056267077,我我是你宇哥哥呀,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-16 11:16,iPhone客户端,,,
4670757067558850,KtGIivIoW,7458201388,用户7458201388,我发表了头条文章:《成都市TCL电视全国售后服务热线电话【全国各区24小时网点】》O成都市TCL电视全国售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-16 09:52,iPhone客户端,,,
4670739951652008,KtGgH6VLi,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视全国售后服务热线电话【全国各区24小时网点】》OTCL电视全国售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-16 08:44,iPhone客户端,,,
4670600519355161,KtCDNDfHH,5872508508,用户5872508508,我发表了头条文章:《TCL电视全国售后服务热线电话【全国各区24小时网点】》OTCL电视全国售后服务热线电话【全国各区24小时网点】,,合肥·城市风景,,,0,0,0,2021-08-15 23:30,iPhone客户端,,,
4670522342244363,KtABI9pRp,7621695523,028-83418898-1,发布了头条文章：《成都TCL电视售后服务热线-(24小时网点)售后服务400热线中心》O成都TCL电视售后服务热线-(24小时网点)售后服务400热线中心,http://t.cn/A6I6qbzR,,,,0,0,0,2021-08-15 18:19,微博 weibo.com,,,
4670516310315015,KtArZ1jWT,1764112564,Yein月影,周柯宇#into1周柯宇唯一全能门面ace#送给周丹的七夕表白礼物已经上电视咯，昨天TCL电视七夕频道第一个表白为就是对周柯宇的告白哦@INTO1-周柯宇,,,INTO1-周柯宇,into1周柯宇唯一全能门面ace,0,6,12,2021-08-15 17:55,周柯宇超话,"['http://ww2.sinaimg.cn/large/692638b4gy1gthmfsf7snj234025wkjm.jpg', 'http://ww1.sinaimg.cn/large/692638b4gy1gthmfu40rvj230v21we82.jpg']",,
4670456244735086,KtyT6jROm,2664634702,惠州BBS,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,0,0,0,2021-08-15 13:56,新版微博 weibo.com,,,
4670452477461767,KtyN1vj95,7551760116,宇皓传媒,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,0,0,0,2021-08-15 13:41,新版微博 weibo.com,,,
4670428134245620,Kty9LhOtK,6716852871,右右右右you,发布了头条文章：《东莞TCL电视售后服务热线-(24小时网点)售后服务400热线中心》O东莞TCL电视售后服务热线-(24小时网点)售后服务400热线中心,http://t.cn/A6IikAWl,,,,0,0,0,2021-08-15 12:05,微博 weibo.com,,,
4670404684153924,KtxxWhqCM,7609420188,电商今报,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,1,0,0,2021-08-15 10:31,新版微博 weibo.com,,,
4670404612851204,KtxxPbXJa,7656647218,用户7656647218,我发表了头条文章:《TCL电视全国售后服务热线电话【全国各区24小时网点】》OTCL电视全国售后服务热线电话【全国各区24小时网点】,,,,,0,0,0,2021-08-15 10:31,iPhone客户端,,,
4670376472478570,KtwOraoMW,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-15 08:39,iPhone客户端,,,
4670356935934334,KtwiVoTN4,5693937595,独自等待_201008,发布了头条文章：《成都市TCL电视售后服务热线电话(24小时全国客服中心)》O成都市TCL电视售后服务热线电话(24小时全国客服中心),http://t.cn/A6IiT8UG,,,,0,0,1,2021-08-15 07:22,微博 weibo.com,,,
4670246554701266,KttqTjJ0S,1873898477,看淡了无所谓了离葵,发布了头条文章：《TCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方》OTCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方,http://t.cn/A6Ii6EqE,,,,0,0,0,2021-08-15 00:03,微博 weibo.com,,,
4670219001534995,KtsIs6rjZ,1967816290,杏花疏影里山南水北中,长沙租房#长沙租房#长沙租房客#长沙芙蓉区租房##租房##出租#【七夕租房篇】爱她就带她住一个温馨の家【地理位置佳】东二环芙蓉芯恒大江湾花园美宅商业醇熟浏阳河畔长郡东雅旁交通生活便利配套齐全【室内设施好】日系原木风温馨小屋精心搭配家电齐全（TCL电视小天鹅洗衣机创维冰箱荣事达空调全新）舒适温馨设备全新有租房需求的请私聊,,长沙·恒大江湾,,"长沙租房,长沙芙蓉区租房,租房,出租",0,0,1,2021-08-14 22:14,长沙租房超话,"['http://ww3.sinaimg.cn/large/754a7e62gy1gtgobbnpgwj21z41hc7wh.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgobd8v4xj21z41hc7wh.jpg', 'http://ww4.sinaimg.cn/large/754a7e62gy1gtgobeqtqjj21z41hckjl.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgobfzbw3j21hc1z41kx.jpg', 'http://ww1.sinaimg.cn/large/754a7e62gy1gtgobiuo7sj21z41hc4qp.jpg', 'http://ww1.sinaimg.cn/large/754a7e62gy1gtgobkpbvqj21z41hc4qp.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgobpzzacj21z41fg4qp.jpg', 'http://ww4.sinaimg.cn/large/754a7e62gy1gtgobuv375j21y61ezkjl.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgoby3dwbj21hc1z44qq.jpg']",,
4670218024524500,KtsGSiZ1O,1967816290,杏花疏影里山南水北中,长沙租房#长沙租房#长沙租房客#长沙芙蓉区租房#【七夕租房篇】爱她就带她住一个温馨の家【地理位置佳】东二环芙蓉芯恒大江湾花园美宅商业醇熟浏阳河畔长郡东雅旁交通生活便利配套齐全【室内设施好】日系原木风温馨小屋精心搭配家电齐全（TCL电视小天鹅洗衣机创维冰箱荣事达空调全新）舒适温馨设备全新有租房需求的请私聊哟,,长沙·恒大江湾,,"长沙租房,长沙芙蓉区租房",0,3,0,2021-08-14 22:10,长沙租房超话,"['http://ww4.sinaimg.cn/large/754a7e62gy1gtgo7d8f5cj21z41hc7wh.jpg', 'http://ww3.sinaimg.cn/large/754a7e62gy1gtgo7fgkv5j21z41hc7wh.jpg', 'http://ww3.sinaimg.cn/large/754a7e62gy1gtgo7gxednj21z41hckjl.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgo7im8dvj21hc1z41kx.jpg', 'http://ww1.sinaimg.cn/large/754a7e62gy1gtgo7lu7tkj21z41hc4qp.jpg', 'http://ww4.sinaimg.cn/large/754a7e62gy1gtgo7n54dij21z41hc4qp.jpg', 'http://ww2.sinaimg.cn/large/754a7e62gy1gtgo7omag4j21z41fg4qp.jpg', 'http://ww1.sinaimg.cn/large/754a7e62gy1gtgo7pxr01j21y61ezkjl.jpg', 'http://ww1.sinaimg.cn/large/754a7e62gy1gtgo7rjehnj21hc1z44qq.jpg']",,
4659194940886190,KoPVI3Ixo,6167763036,TCL雷鸟,TCL智屏也能玩胡闹厨房啦！默契大考验来袭，「胡闹厨房」热气上线～关注@TCL雷鸟，转发此微博并@三位好友，8.2通过@微博抽奖平台抽10位朋友平分1000元京东卡！#胡闹厨房登陆TCL智屏#O抽奖详情,,,"TCL雷鸟,微博抽奖平台",胡闹厨房登陆TCL智屏,90557,808,389,2021-07-15 12:08,微博 weibo.com,['http://ww4.sinaimg.cn/large/006JpiUYgy1gshi94x6fkj30u01b87wh.jpg'],,
4670204607466605,Ktslevkp7,7480456899,毛绒娃娃小布丁,河南TCL电视个别售后真垃圾，河南售后经理王新宇支持售后弄虚作假套路收费，如果都象他这样的领导一样再好的一个品牌早晚也会毁在这些人手里,,,,,0,1,0,2021-08-14 21:16,HUAWEI P40 5G,,,4659194940886190
